"metric","Friedman_p","Nemenyi_CD","Mean_Rank_PA","Mean_Rank_PBG","Mean_Rank_PAA","Wilcox_p_AA_BG","Effect_Size_r","Improv_PAA_vs_PBG_pct","Non_Significant_Pairs"
"AE_AUC_scaled",0,0.0371151377988879,13183.9429538616,12451.0299340132,11372.5875824835,3.68835633034647e-28,0.110972772252957,16.8909950060065,"NA"
"AE_COR_scaled",0,0.0371151377988879,10634.4087261785,14494.3898020396,11768.949970006,0,0.72979037617646,34.0006357119709,"NA"
"AE_PRG_scaled",0,0.0371151377988879,13064.9102306921,12868.0220155969,11069.5013197361,6.47913813612159e-102,0.201306707349543,21.5530002131783,"NA"
"AE_TSS_scaled",0,0.0371151377988879,13435.7735080241,12694.6471505699,10887.9865026995,4.01655650242422e-115,0.253788222902169,26.8454441401182,"NA"
"AE_Kappa_scaled",0,0.0371151377988879,10791.1774072217,14459.8327534493,11653.4905818836,0,0.681094985446133,34.9190726317227,"NA"
"AE_PCC_scaled",0,0.0371151377988879,12304.6652457372,13593.5620875825,11071.4614277145,1.87290751822169e-226,0.339764364138426,32.2844398808698,"NA"
