"metric","Friedman_p","Nemenyi_CD","Mean_Rank_PA","Mean_Rank_PBG","Mean_Rank_PAA","Wilcox_p_AA_BG","Effect_Size_r","Improv_PAA_vs_PBG_pct","Non_Significant_Pairs"
"AE_AUC_scaled",NA,0.0166456595416031,54596.0943151151,73135.01577131,55764.4541944203,0,0.462657432413117,49.2139723384359,"NA"
"AE_COR_scaled",NA,0.0166456595416031,55699.3723423037,74630.0906216816,53213.682112173,0,0.645989816332643,53.5153259837818,"NA"
"AE_PRG_scaled",NA,0.0166456595416031,55394.8038033746,78388.0191741481,49747.1870474949,0,0.711942171122742,70.3100854579063,"NA"
"AE_TSS_scaled",NA,0.0166456595416031,55566.4112966279,75204.0955087364,52766.9040930592,0,0.552081058909846,53.7402850137264,"NA"
"AE_Kappa_scaled",NA,0.0166456595416031,60079.0591565992,72935.1531639154,50717.8144125881,0,0.552086488333896,53.7402850137265,"NA"
"AE_PCC_scaled",NA,0.0166456595416031,57594.808292769,74108.6435346076,51921.4372405638,0,0.55208566725302,53.7402850137265,"NA"
